"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","ensembl"
"56998",2745.63327545139,-0.384083906393052,0.0460607092848862,-8.33864506986828,7.51465986566837e-17,9.13513506215931e-16,"CTNNBIP1","catenin beta interacting protein 1","ENSG00000178585"
"105376717",254.454478220547,-0.318055959529947,0.112267230210164,-2.83302579866402,0.00461096644591617,0.0138083924738319,"LOC105376717","uncharacterized LOC105376717",NA
"84328",1974.29434314459,-0.109221024413286,0.0448988894252405,-2.43259968813139,0.0149908642853536,0.0394286496981328,"LZIC","leucine zipper and CTNNBIP1 domain containing","ENSG00000162441"
"64802",374.942503408868,-0.387247214262759,0.093045351400576,-4.16191898287959,3.15584323896674e-05,0.000141263942243957,"NMNAT1","nicotinamide nucleotide adenylyltransferase 1","ENSG00000173614"
"10277",5420.90788595339,-0.2320626650853,0.0315655276655007,-7.35177525129512,1.95591488407121e-13,1.94366885613743e-12,"UBE4B","ubiquitination factor E4B","ENSG00000130939"
"23095",4862.68117558087,-0.193672789064084,0.0326937862700232,-5.92384092391469,3.1450770623617e-09,2.2199732800347e-08,"KIF1B","kinesin family member 1B","ENSG00000054523"
"5226",10336.2622583107,-0.403386183459624,0.0257948308457288,-15.6382565899407,3.9951688390675e-55,2.04643443852053e-53,"PGD","phosphogluconate dehydrogenase","ENSG00000142657"
"23435",10438.1461524943,-0.202949077733658,0.0257989366434756,-7.86656754649547,3.64503955995952e-15,4.01720790231626e-14,"TARDBP","TAR DNA binding protein","ENSG00000120948"
"6723",7802.70434859366,-0.094591166018852,0.0342838412144047,-2.75905973975602,0.00579679369353725,0.0169628844799977,"SRM","spermidine synthase","ENSG00000116649"
"26270",314.408039686497,0.750536230393336,0.104706375101938,7.16800891696079,7.60963475312483e-13,7.23653789307711e-12,"FBXO6","F-box protein 6","ENSG00000116663"
"10459",2077.97670531795,0.143825984550674,0.0471293023867327,3.05173166728567,0.00227525397045494,0.00731521740172804,"MAD2L2","mitotic arrest deficient 2 like 2","ENSG00000116670"
"374946",4.1839326723231,3.45068704996022,1.25344887967565,2.75295395441508,0.00590602022973474,0.0172511513657027,"DRAXIN","dorsal inhibitory axon guidance protein","ENSG00000162490"
"57085",1541.87469596128,0.160786099124116,0.0523983192270576,3.06853543197411,0.00215110817910215,0.00694878545801981,"AGTRAP","angiotensin II receptor associated protein","ENSG00000177674"
"5351",11126.7376272163,0.131241738685757,0.0281426150184376,4.66345215609048,3.10948503426482e-06,1.59240112934016e-05,"PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","ENSG00000083444"
"9927",8903.12503397375,-0.0966235372970357,0.0303117975017755,-3.18765448638855,0.00143431814798951,0.00479837649092885,"MFN2","mitofusin 2","ENSG00000116688"
"943",98.6738023435969,2.7700990766721,0.225604809594966,12.278546196091,1.18101418454171e-34,3.20695152906037e-33,"TNFRSF8","TNF receptor superfamily member 8","ENSG00000120949"
"102465836",19.9227701201777,1.11997483098661,0.413234437504394,2.71026499570162,0.00672294713209674,0.0193687565464907,"MIR7846","microRNA 7846","ENSG00000283789"
"7133",448.789708705117,1.02675144084425,0.0891566976851441,11.5162569666971,1.09254681526357e-30,2.52035006370629e-29,"TNFRSF1B","TNF receptor superfamily member 1B","ENSG00000028137"
"55187",2593.94629831655,0.184439774229575,0.0465321942912697,3.96370248682166,7.37962130972858e-05,0.000310649804031869,"VPS13D","vacuolar protein sorting 13 homolog D","ENSG00000048707"
"9249",6477.06696172093,-0.254826801934439,0.0299486646513555,-8.5087867823484,1.75762708024143e-17,2.21675428844327e-16,"DHRS3","dehydrogenase/reductase 3","ENSG00000162496"
"7799",1895.40385654545,-0.296755732652387,0.0461589005952612,-6.42900348200349,1.28443185593941e-10,1.02581591669604e-09,"PRDM2","PR/SET domain 2","ENSG00000116731"
"23254",323.197972055076,-1.17062984978124,0.103466210801822,-11.3141270054187,1.11708693362719e-29,2.47074635035227e-28,"KAZN","kazrin, periplakin interacting protein","ENSG00000189337"
"55092",279.356300281829,0.681980919115756,0.114780456372643,5.94161184463021,2.82233071844578e-09,2.00219357042275e-08,"TMEM51","transmembrane protein 51","ENSG00000171729"
"114827",44.8598601829186,1.44543736497749,0.288406024683038,5.01181404433573,5.39192973762539e-07,3.04264678083628e-06,"FHAD1","forkhead associated phosphopeptide binding domain 1","ENSG00000142621"
"79180",6207.35072800796,0.0891151718085549,0.0371844873498204,2.39656851982888,0.0165493989323756,0.0430307283269361,"EFHD2","EF-hand domain family member D2","ENSG00000142634"
"842",632.40237328033,0.342724317003621,0.0745824503862697,4.59524077351466,4.32249859727707e-06,2.17991661189149e-05,"CASP9","caspase 9","ENSG00000132906"
"84301",2820.22980460866,-0.23711983009488,0.0412574698520183,-5.74731875089234,9.06697072634426e-09,6.14036617278687e-08,"DDI2","DNA damage inducible 1 homolog 2","ENSG00000197312"
"6248",525.891203689661,-0.335119002009236,0.0794452434729889,-4.21823871838439,2.46218067836934e-05,0.000112015801633202,"RSC1A1","regulator of solute carriers 1","ENSG00000215695"
"284723",22.6113667705865,-0.886156748169491,0.376522945331092,-2.35352654906663,0.0185962798493504,0.0476492673083969,"SLC25A34","solute carrier family 25 member 34","ENSG00000162461"
"729614",333.529335174737,-0.248535279205675,0.101717052098727,-2.44339836908021,0.0145496669235279,0.0383944579932085,"SPEN-AS1","SPEN antisense RNA 1","ENSG00000179743"
"7709",1481.05547245153,0.137701258708206,0.0507507800016471,2.71328359295635,0.0066620065902369,0.0192030060788795,"ZBTB17","zinc finger and BTB domain containing 17","ENSG00000116809"
"348487",131.132917318255,-0.443521393155958,0.157784377943099,-2.81093349631801,0.00493979950531418,0.0146645417875094,"FAM131C","family with sequence similarity 131 member C","ENSG00000185519"
"1969",9219.35961937044,-0.451618050692214,0.0272666459217063,-16.5630217955297,1.28951819081294e-61,7.58829268525903e-60,"EPHA2","EPH receptor A2","ENSG00000142627"
"128272",585.927784989682,0.312566835739428,0.0767036066209485,4.07499529043087,4.60152782930234e-05,0.000199979240680324,"ARHGEF19","Rho guanine nucleotide exchange factor 19","ENSG00000142632"
"11209",66.157584048369,1.15279648085256,0.226094892115199,5.09872854741535,3.41942499432261e-07,1.96699848193065e-06,"MST1P2","macrophage stimulating 1 pseudogene 2",NA
"105376805",39.8828972734674,4.31985132049733,0.493689839446705,8.75013211804954,2.13103106705118e-18,2.84028256588998e-17,"LOC105376805","uncharacterized LOC105376805","ENSG00000238142"
"9696",999.303181083934,0.382802818695539,0.064036939630169,5.97784373997775,2.26110461127832e-09,1.61677587972686e-08,"CROCC","ciliary rootlet coiled-coil, rootletin","ENSG00000058453"
"4237",1817.97121926395,0.241960753409468,0.0471623616527017,5.13037822811418,2.89160570609534e-07,1.67664032425976e-06,"MFAP2","microfibril associated protein 2","ENSG00000117122"
"6390",5387.6989139192,0.112898049460949,0.0307567671107781,3.67067348314986,0.000241912211432224,0.000933421547366934,"SDHB","succinate dehydrogenase complex iron sulfur subunit B","ENSG00000117118"
"11240",8.46097534025109,2.14431129538932,0.751025078394998,2.85517935029798,0.00430125316104977,0.0129791998585808,"PADI2","peptidyl arginine deiminase 2","ENSG00000117115"
"51702",78.2995266128371,-1.55332346494511,0.220935889422959,-7.03065250739517,2.05569891894473e-12,1.88645530273519e-11,"PADI3","peptidyl arginine deiminase 3","ENSG00000142619"
"55920",18223.0902737557,-0.132957554599901,0.0292892006772558,-4.53947364644702,5.63948279807213e-06,2.79900161424685e-05,"RCC2","regulator of chromosome condensation 2","ENSG00000179051"
"126917",2030.76902067078,0.157301283719719,0.0486944986305892,3.23037074296734,0.001236297910578,0.00420266701487286,"IFFO2","intermediate filament family orphan 2","ENSG00000169991"
"22977",18.1037314978601,1.0536867130416,0.442377149119249,2.38187418843725,0.0172247811278314,0.0445657349396239,"AKR7A3","aldo-keto reductase family 7 member A3","ENSG00000162482"
"8574",2977.08102200938,0.187388826462378,0.0397288150558003,4.71669809933129,2.39702968324857e-06,1.2494046022446e-05,"AKR7A2","aldo-keto reductase family 7 member A2","ENSG00000053371"
"832",11215.3659358397,-0.0915938264622412,0.028795533899922,-3.18083445789103,0.00146851518009991,0.00490331779690247,"CAPZB","capping actin protein of muscle Z-line subunit beta","ENSG00000077549"
"440574",2956.54905306075,-0.180796237573698,0.0459311881056978,-3.93624125632556,8.27677680416523e-05,0.000345384179989402,"MICOS10","mitochondrial contact site and cristae organizing system subunit 10","ENSG00000173436"
"255104",751.567006535584,0.449604799067963,0.0671648435230797,6.69404967665064,2.17077671689341e-11,1.8379025411474e-10,"TMCO4","transmembrane and coiled-coil domains 4","ENSG00000162542"
"55450",1221.83260334076,0.373686211788333,0.0685521891046115,5.45112003962533,5.00535686084635e-08,3.14323580188785e-07,"CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1","ENSG00000162545"
"400745",144.224638463673,-0.352138484002822,0.147364357827207,-2.38957702659502,0.0168677863902781,0.0437676916491006,"SH2D5","SH2 domain containing 5","ENSG00000189410"
"8672",7211.66836938502,0.158561566829017,0.0291547375033772,5.43862097234283,5.36945464418122e-08,3.36344549112163e-07,"EIF4G3","eukaryotic translation initiation factor 4 gamma 3","ENSG00000075151"
"249",38.7806071889506,-1.88325247826501,0.312333962445878,-6.02961158471951,1.6435420540529e-09,1.18991811160438e-08,"ALPL","alkaline phosphatase, biomineralization associated","ENSG00000162551"
"23028",11637.484126348,-0.202777407307017,0.0270228291834734,-7.50392958228932,6.19325831556412e-14,6.33607153500609e-13,"KDM1A","lysine demethylase 1A","ENSG00000004487"
"7798",4368.10257707413,-0.222793147752462,0.0358619926655232,-6.21251445312602,5.21433826060456e-10,3.96493777724378e-09,"LUZP1","leucine zipper protein 1","ENSG00000169641"
"10236",16916.2967082052,-0.140185560906908,0.0242398247510271,-5.78327452227011,7.32603619338909e-09,5.0080134584957e-08,"HNRNPR","heterogeneous nuclear ribonucleoprotein R","ENSG00000125944"
"80818",963.734854289209,-0.666102837157769,0.0652295503105687,-10.2116729915559,1.75807023460073e-24,3.09557710526807e-23,"ZNF436","zinc finger protein 436","ENSG00000125945"
"148898",131.390540503327,-0.489392798560348,0.159144073952007,-3.07515565240546,0.0021039272162593,0.00681493411900721,"ZNF436-AS1","ZNF436 antisense RNA 1","ENSG00000249087"
"6920",63.7846337532564,-1.06265306377755,0.248613161850629,-4.27432343431603,1.91718563073223e-05,8.83269209841435e-05,"TCEA3","transcription elongation factor A3","ENSG00000204219"
"55616",933.34347196681,-0.157422051436096,0.0623954161006286,-2.52297462336356,0.0116366798149181,0.0314884727660731,"ASAP3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3","ENSG00000088280"
"3399",2968.74633834206,-0.865072475606929,0.0386937689536794,-22.3568936032702,1.03468558973673e-110,1.65388254053096e-108,"ID3","inhibitor of DNA binding 3","ENSG00000117318"
"6924",7696.6459108687,-0.238708989231044,0.0352129172466042,-6.77901769851414,1.20995706558169e-11,1.04562930767179e-10,"ELOA","elongin A","ENSG00000011007"
"57095",1155.26029127877,0.220341291603266,0.0613540982896701,3.59130518980122,0.00032902607123097,0.00124214231045287,"PITHD1","PITH domain containing 1","ENSG00000057757"
"2582",3780.67348539258,0.210228682068575,0.0351497463729298,5.98094449496455,2.21847466260711e-09,1.58730101415362e-08,"GALE","UDP-galactose-4-epimerase","ENSG00000117308"
"3155",632.504059377782,0.201345470641043,0.0782293286610368,2.57378497409151,0.0100592768503385,0.0276955755745089,"HMGCL","3-hydroxy-3-methylglutaryl-CoA lyase","ENSG00000117305"
"55629",4338.23827281731,-0.212195558394995,0.0352006569629364,-6.02817040086555,1.65826164226959e-09,1.19980420203763e-08,"PNRC2","proline rich nuclear receptor coactivator 2","ENSG00000189266"
"10772",6647.41892416915,-0.213218906984555,0.035936989701965,-5.93313209461437,2.9720953774919e-09,2.10314240558595e-08,"SRSF10","serine and arginine rich splicing factor 10","ENSG00000188529"
"58985",197.452717280318,0.472345538129017,0.127263024364696,3.71156933042408,0.000205978232174582,0.000804285758272822,"IL22RA1","interleukin 22 receptor subunit alpha 1","ENSG00000142677"
"163702",408.715344767699,-0.738322603325187,0.089138310860986,-8.28288752831119,1.20223956833729e-16,1.44204765253783e-15,"IFNLR1","interferon lambda receptor 1","ENSG00000185436"
"90529",804.962745219444,-0.287467143558094,0.065898881358438,-4.36224618130465,1.28733895406913e-05,6.06607680259464e-05,"STPG1","sperm tail PG-rich repeat containing 1","ENSG00000001460"
"57185",10885.2714784414,-0.125884198683071,0.0269935237433191,-4.66349632156592,3.10881744934418e-06,1.59240112934016e-05,"NIPAL3","NIPA like domain containing 3","ENSG00000001461"
"10250",6146.33334824567,-0.398198181099919,0.0324712224467626,-12.2631102587153,1.42907451465017e-34,3.85730316301622e-33,"SRRM1","serine and arginine repetitive matrix 1","ENSG00000133226"
"25932",15375.7850558393,-0.0766683951037039,0.027452474750847,-2.79276807644959,0.00522591454752189,0.0154245235819864,"CLIC4","chloride intracellular channel 4","ENSG00000169504"
"864",2076.64597556796,0.347712626093923,0.0473708981131492,7.34021603861897,2.13249354487004e-13,2.11076589873873e-12,"RUNX3","RUNX family transcription factor 3","ENSG00000020633"
"57035",581.835096620595,-0.200324011744934,0.0775752967064717,-2.58231705516922,0.00981393787209448,0.0270862762382152,"RSRP1","arginine and serine rich protein 1","ENSG00000117616"
"26119",1504.22397197849,0.542624256602278,0.0493243088004203,11.0011527743427,3.77277716949871e-28,7.80099558221669e-27,"LDLRAP1","low density lipoprotein receptor adaptor protein 1","ENSG00000157978"
"164091",1088.46659086638,0.295163503492775,0.0564638212906362,5.22748012348439,1.7183586457702e-07,1.02510235993565e-06,"PAQR7","progestin and adipoQ receptor family member 7","ENSG00000182749"
"3925",12839.4808855381,-0.0962529419987663,0.0258709395212645,-3.72050431023781,0.000198825348418607,0.000778784446065096,"STMN1","stathmin 1","ENSG00000117632"
"2134",2063.32228360876,-0.352492939212164,0.0446639098431628,-7.89212006852831,2.97095682238578e-15,3.30011951024794e-14,"EXTL1","exostosin like glycosyltransferase 1","ENSG00000158008"
"7780",33.8829733152584,-1.39094026392005,0.326180231073237,-4.26433036528121,2.00502602434451e-05,9.22418382050959e-05,"SLC30A2","solute carrier family 30 member 2","ENSG00000158014"
"10256",20.3533082008626,-1.20738506483793,0.405535475649407,-2.97726126895428,0.00290836048032651,0.00914844780259578,"CNKSR1","connector enhancer of kinase suppressor of Ras 1","ENSG00000142675"
"83442",12190.5561771461,0.517126294255907,0.0261394953610336,19.7833312048859,4.14389551220041e-87,4.20698725468346e-85,"SH3BGRL3","SH3 domain binding glutamate rich protein like 3","ENSG00000142669"
"91544",539.582581638186,0.219422529835696,0.0781246690489857,2.80862027969826,0.00497542927143264,0.0147567081089023,"UBXN11","UBX domain protein 11","ENSG00000158062"
"2810",32.8240473765002,1.04278147173437,0.331150572848618,3.14896472249519,0.00163849973453074,0.00542268825504461,"SFN","stratifin","ENSG00000175793"
"54707",2202.80900146072,0.134842492655882,0.0462175945403614,2.91755756648316,0.00352784522201208,0.0108487618520546,"GPN2","GPN-loop GTPase 2","ENSG00000142751"
"63906",1020.8863960778,0.142065015836068,0.0586177414623068,2.42358392343419,0.0153682018849107,0.040275410939781,"GPATCH3","G-patch domain containing 3","ENSG00000198746"
"388610",3133.00697085096,0.13876163216741,0.0452327572444699,3.06772437986577,0.00215695460561542,0.0069626815957262,"TRNP1","TMF1 regulated nuclear protein 1","ENSG00000253368"
"23038",2868.78039182169,0.180724776395185,0.0395409837687561,4.57056853850933,4.86402805216574e-06,2.43558018750747e-05,"WDTC1","WD and tetratricopeptide repeats 1","ENSG00000142784"
"84958",59.933285654337,1.18238064672725,0.237512077662076,4.97819167078105,6.41810829354738e-07,3.59382173217319e-06,"SYTL1","synaptotagmin like 1","ENSG00000142765"
